image_id,filename,label,split
1,Saree_00001.jpg,Saree,train
2,Saree_00002.jpg,Saree,train
3,Saree_00003.jpg,Saree,train
4,Saree_00004.jpg,Saree,train
5,Saree_00005.jpg,Saree,train
6,Saree_00006.jpg,Saree,train
7,Saree_00007.jpg,Saree,train
8,Saree_00008.jpg,Saree,train
9,Saree_00009.jpg,Saree,train
10,Saree_00010.jpg,Saree,train
11,Saree_00011.jpg,Saree,train
12,Saree_00012.jpg,Saree,train
13,Saree_00013.jpg,Saree,train
14,Saree_00014.jpg,Saree,train
15,Saree_00015.jpg,Saree,train
16,Saree_00016.jpg,Saree,train
17,Saree_00017.jpg,Saree,train
18,Saree_00018.jpg,Saree,train
19,Saree_00019.jpg,Saree,train
20,Saree_00020.jpg,Saree,train
21,Saree_00021.jpg,Saree,train
22,Saree_00022.jpg,Saree,train
23,Saree_00023.jpg,Saree,train
24,Saree_00024.jpg,Saree,train
25,Saree_00025.jpg,Saree,train
26,Saree_00026.jpg,Saree,train
27,Saree_00027.jpg,Saree,train
28,Saree_00028.jpg,Saree,train
29,Saree_00029.jpg,Saree,train
30,Saree_00030.jpg,Saree,train
31,Saree_00031.jpg,Saree,train
32,Saree_00032.jpg,Saree,train
33,Saree_00033.jpg,Saree,train
34,Saree_00034.jpg,Saree,train
35,Saree_00035.jpg,Saree,train
36,Saree_00036.jpg,Saree,train
37,Saree_00037.jpg,Saree,train
38,Saree_00038.jpg,Saree,train
39,Saree_00039.jpg,Saree,train
40,Saree_00040.jpg,Saree,train
41,Saree_00041.jpg,Saree,train
42,Saree_00042.jpg,Saree,train
43,Saree_00043.jpg,Saree,train
44,Saree_00044.jpg,Saree,train
45,Saree_00045.jpg,Saree,train
46,Saree_00046.jpg,Saree,train
47,Saree_00047.jpg,Saree,train
48,Saree_00048.jpg,Saree,train
49,Saree_00049.jpg,Saree,train
50,Saree_00050.jpg,Saree,train
51,Saree_00051.jpg,Saree,train
52,Saree_00052.jpg,Saree,train
53,Saree_00053.jpg,Saree,train
54,Saree_00054.jpg,Saree,train
55,Saree_00055.jpg,Saree,train
56,Saree_00056.jpg,Saree,train
57,Saree_00057.jpg,Saree,train
58,Saree_00058.jpg,Saree,train
59,Saree_00059.jpg,Saree,train
60,Saree_00060.jpg,Saree,train
61,Saree_00061.jpg,Saree,train
62,Saree_00062.jpg,Saree,train
63,Saree_00063.jpg,Saree,train
64,Saree_00064.jpg,Saree,train
65,Saree_00065.jpg,Saree,train
66,Saree_00066.jpg,Saree,train
67,Saree_00067.jpg,Saree,train
68,Saree_00068.jpg,Saree,train
69,Saree_00069.jpg,Saree,train
70,Saree_00070.jpg,Saree,train
71,Saree_00071.jpg,Saree,train
72,Saree_00072.jpg,Saree,train
73,Saree_00073.jpg,Saree,train
74,Saree_00074.jpg,Saree,train
75,Saree_00075.jpg,Saree,train
76,Saree_00076.jpg,Saree,train
77,Saree_00077.jpg,Saree,train
78,Saree_00078.jpg,Saree,train
79,Saree_00079.jpg,Saree,train
80,Saree_00080.jpg,Saree,train
81,Saree_00081.jpg,Saree,train
82,Saree_00082.jpg,Saree,train
83,Saree_00083.jpg,Saree,train
84,Saree_00084.jpg,Saree,train
85,Saree_00085.jpg,Saree,train
86,Saree_00086.jpg,Saree,train
87,Saree_00087.jpg,Saree,train
88,Saree_00088.jpg,Saree,train
89,Saree_00089.jpg,Saree,train
90,Saree_00090.jpg,Saree,train
91,Saree_00091.jpg,Saree,train
92,Saree_00092.jpg,Saree,train
93,Saree_00093.jpg,Saree,train
94,Saree_00094.jpg,Saree,train
95,Saree_00095.jpg,Saree,train
96,Saree_00096.jpg,Saree,train
97,Saree_00097.jpg,Saree,train
98,Saree_00098.jpg,Saree,train
99,Saree_00099.jpg,Saree,train
100,Saree_00100.jpg,Saree,train
101,Saree_00101.jpg,Saree,train
102,Saree_00102.jpg,Saree,train
103,Saree_00103.jpg,Saree,train
104,Saree_00104.jpg,Saree,train
105,Saree_00105.jpg,Saree,train
106,Saree_00106.jpg,Saree,train
107,Saree_00107.jpg,Saree,train
108,Saree_00108.jpg,Saree,train
109,Saree_00109.jpg,Saree,train
110,Saree_00110.jpg,Saree,train
111,Saree_00111.jpg,Saree,train
112,Saree_00112.jpg,Saree,train
113,Saree_00113.jpg,Saree,train
114,Saree_00114.jpg,Saree,train
115,Saree_00115.jpg,Saree,train
116,Saree_00116.jpg,Saree,train
117,Saree_00117.jpg,Saree,train
118,Saree_00118.jpg,Saree,train
119,Saree_00119.jpg,Saree,train
120,Saree_00120.jpg,Saree,train
121,Saree_00121.jpg,Saree,train
122,Saree_00122.jpg,Saree,train
123,Saree_00123.jpg,Saree,train
124,Saree_00124.jpg,Saree,train
125,Saree_00125.jpg,Saree,train
126,Saree_00126.jpg,Saree,train
127,Saree_00127.jpg,Saree,train
128,Saree_00128.jpg,Saree,train
129,Saree_00129.jpg,Saree,train
130,Saree_00130.jpg,Saree,train
131,Saree_00131.jpg,Saree,train
132,Saree_00132.jpg,Saree,train
133,Saree_00133.jpg,Saree,train
134,Saree_00134.jpg,Saree,train
135,Saree_00135.jpg,Saree,train
136,Saree_00136.jpg,Saree,train
137,Saree_00137.jpg,Saree,train
138,Saree_00138.jpg,Saree,train
139,Saree_00139.jpg,Saree,train
140,Saree_00140.jpg,Saree,train
141,Saree_00141.jpg,Saree,train
142,Saree_00142.jpg,Saree,train
143,Saree_00143.jpg,Saree,train
144,Saree_00144.jpg,Saree,train
145,Saree_00145.jpg,Saree,train
146,Saree_00146.jpg,Saree,train
147,Saree_00147.jpg,Saree,train
148,Saree_00148.jpg,Saree,train
149,Saree_00149.jpg,Saree,train
150,Saree_00150.jpg,Saree,train
151,Saree_00151.jpg,Saree,train
152,Saree_00152.jpg,Saree,train
153,Saree_00153.jpg,Saree,train
154,Saree_00154.jpg,Saree,train
155,Saree_00155.jpg,Saree,train
156,Saree_00156.jpg,Saree,train
157,Saree_00157.jpg,Saree,train
158,Saree_00158.jpg,Saree,train
159,Saree_00159.jpg,Saree,train
160,Saree_00160.jpg,Saree,train
161,Saree_00161.jpg,Saree,train
162,Saree_00162.jpg,Saree,train
163,Saree_00163.jpg,Saree,train
164,Saree_00164.jpg,Saree,train
165,Saree_00165.jpg,Saree,train
166,Saree_00166.jpg,Saree,train
167,Saree_00167.jpg,Saree,train
168,Saree_00168.jpg,Saree,train
169,Saree_00169.jpg,Saree,train
170,Saree_00170.jpg,Saree,train
171,Saree_00171.jpg,Saree,train
172,Saree_00172.jpg,Saree,train
173,Saree_00173.jpg,Saree,train
174,Saree_00174.jpg,Saree,train
175,Saree_00175.jpg,Saree,train
176,Saree_00176.jpg,Saree,train
177,Saree_00177.jpg,Saree,train
178,Saree_00178.jpg,Saree,train
179,Saree_00179.jpg,Saree,train
180,Saree_00180.jpg,Saree,train
181,Saree_00181.jpg,Saree,train
182,Saree_00182.jpg,Saree,train
183,Saree_00183.jpg,Saree,train
184,Saree_00184.jpg,Saree,train
185,Saree_00185.jpg,Saree,train
186,Saree_00186.jpg,Saree,train
187,Saree_00187.jpg,Saree,train
188,Saree_00188.jpg,Saree,train
189,Saree_00189.jpg,Saree,train
190,Saree_00190.jpg,Saree,train
191,Saree_00191.jpg,Saree,train
192,Saree_00192.jpg,Saree,train
193,Saree_00193.jpg,Saree,train
194,Saree_00194.jpg,Saree,train
195,Saree_00195.jpg,Saree,train
196,Saree_00196.jpg,Saree,train
197,Saree_00197.jpg,Saree,train
198,Saree_00198.jpg,Saree,train
199,Saree_00199.jpg,Saree,train
200,Saree_00200.jpg,Saree,train
201,Saree_00201.jpg,Saree,train
202,Saree_00202.jpg,Saree,train
203,Saree_00203.jpg,Saree,train
204,Saree_00204.jpg,Saree,train
205,Saree_00205.jpg,Saree,train
206,Saree_00206.jpg,Saree,train
207,Saree_00207.jpg,Saree,train
208,Saree_00208.jpg,Saree,train
209,Saree_00209.jpg,Saree,train
210,Saree_00210.jpg,Saree,train
211,Saree_00211.jpg,Saree,train
212,Saree_00212.jpg,Saree,train
